,index,concept,pal,accuracy,source,pal_conc
4736,7329,cherry,5,1.0,data,5cherry
4737,7348,cherry,5,1.0,data,5cherry
4738,7389,cherry,5,1.0,data,5cherry
4739,7427,cherry,5,1.0,data,5cherry
4740,7466,cherry,5,1.0,data,5cherry
4741,7506,cherry,5,1.0,data,5cherry
4742,7539,cherry,5,1.0,data,5cherry
4743,7584,cherry,5,1.0,data,5cherry
4744,8185,cherry,5,1.0,data,5cherry
4745,8224,cherry,5,0.0,data,5cherry
4746,8274,cherry,5,0.0,data,5cherry
4747,8311,cherry,5,1.0,data,5cherry
4748,8355,cherry,5,0.0,data,5cherry
4749,8370,cherry,5,0.0,data,5cherry
4750,8421,cherry,5,0.0,data,5cherry
4751,8440,cherry,5,1.0,data,5cherry
4752,8779,cherry,5,0.0,data,5cherry
4753,8812,cherry,5,0.0,data,5cherry
4754,8841,cherry,5,1.0,data,5cherry
4755,8891,cherry,5,0.0,data,5cherry
4756,8930,cherry,5,1.0,data,5cherry
4757,8965,cherry,5,0.0,data,5cherry
4758,8984,cherry,5,1.0,data,5cherry
4759,9026,cherry,5,1.0,data,5cherry
4760,9057,cherry,5,1.0,data,5cherry
4761,9122,cherry,5,1.0,data,5cherry
4762,9159,cherry,5,1.0,data,5cherry
4763,9187,cherry,5,1.0,data,5cherry
4764,9213,cherry,5,1.0,data,5cherry
4765,9244,cherry,5,1.0,data,5cherry
4766,9284,cherry,5,1.0,data,5cherry
4767,9310,cherry,5,1.0,data,5cherry
4768,10546,cherry,5,1.0,data,5cherry
4769,10568,cherry,5,1.0,data,5cherry
4770,10602,cherry,5,1.0,data,5cherry
4771,10627,cherry,5,1.0,data,5cherry
4772,10681,cherry,5,1.0,data,5cherry
4773,10711,cherry,5,1.0,data,5cherry
4774,10745,cherry,5,1.0,data,5cherry
4775,10788,cherry,5,1.0,data,5cherry
4776,11123,cherry,5,1.0,data,5cherry
4777,11165,cherry,5,0.0,data,5cherry
4778,11186,cherry,5,0.0,data,5cherry
4779,11222,cherry,5,0.0,data,5cherry
4780,11256,cherry,5,0.0,data,5cherry
4781,11297,cherry,5,0.0,data,5cherry
4782,11323,cherry,5,0.0,data,5cherry
4783,11356,cherry,5,0.0,data,5cherry
4784,11409,cherry,5,0.0,data,5cherry
4785,11446,cherry,5,0.0,data,5cherry
4786,11468,cherry,5,0.0,data,5cherry
4787,11535,cherry,5,0.0,data,5cherry
4788,11549,cherry,5,0.0,data,5cherry
4789,11595,cherry,5,0.0,data,5cherry
4790,11610,cherry,5,0.0,data,5cherry
4791,11676,cherry,5,1.0,data,5cherry
4792,11684,cherry,5,1.0,data,5cherry
4793,11722,cherry,5,0.0,data,5cherry
4794,11758,cherry,5,0.0,data,5cherry
4795,11821,cherry,5,0.0,data,5cherry
4796,11859,cherry,5,1.0,data,5cherry
4797,11879,cherry,5,1.0,data,5cherry
4798,11920,cherry,5,0.0,data,5cherry
4799,11961,cherry,5,0.0,data,5cherry
4800,12303,cherry,5,1.0,data,5cherry
4801,12329,cherry,5,1.0,data,5cherry
4802,12341,cherry,5,1.0,data,5cherry
4803,12400,cherry,5,1.0,data,5cherry
4804,12447,cherry,5,1.0,data,5cherry
4805,12476,cherry,5,0.0,data,5cherry
4806,12490,cherry,5,0.0,data,5cherry
4807,12530,cherry,5,0.0,data,5cherry
4808,13165,cherry,5,1.0,data,5cherry
4809,13192,cherry,5,1.0,data,5cherry
4810,13247,cherry,5,1.0,data,5cherry
4811,13282,cherry,5,1.0,data,5cherry
4812,13306,cherry,5,1.0,data,5cherry
4813,13352,cherry,5,1.0,data,5cherry
4814,13393,cherry,5,1.0,data,5cherry
4815,13411,cherry,5,0.0,data,5cherry
4816,13737,cherry,5,1.0,data,5cherry
4817,13778,cherry,5,1.0,data,5cherry
4818,13824,cherry,5,1.0,data,5cherry
4819,13846,cherry,5,1.0,data,5cherry
4820,13883,cherry,5,1.0,data,5cherry
4821,13917,cherry,5,1.0,data,5cherry
4822,13968,cherry,5,1.0,data,5cherry
4823,14003,cherry,5,1.0,data,5cherry
4824,14613,cherry,5,1.0,data,5cherry
4825,14654,cherry,5,1.0,data,5cherry
4826,14684,cherry,5,1.0,data,5cherry
4827,14731,cherry,5,0.0,data,5cherry
4828,14778,cherry,5,0.0,data,5cherry
4829,14804,cherry,5,1.0,data,5cherry
4830,14829,cherry,5,0.0,data,5cherry
4831,14879,cherry,5,0.0,data,5cherry
4832,14929,cherry,5,1.0,data,5cherry
4833,14966,cherry,5,1.0,data,5cherry
4834,14996,cherry,5,1.0,data,5cherry
4835,15020,cherry,5,1.0,data,5cherry
4836,15073,cherry,5,1.0,data,5cherry
4837,15110,cherry,5,1.0,data,5cherry
4838,15123,cherry,5,1.0,data,5cherry
4839,15159,cherry,5,1.0,data,5cherry
4840,15497,cherry,5,1.0,data,5cherry
4841,15532,cherry,5,1.0,data,5cherry
4842,15578,cherry,5,1.0,data,5cherry
4843,15594,cherry,5,1.0,data,5cherry
4844,15624,cherry,5,1.0,data,5cherry
4845,15687,cherry,5,1.0,data,5cherry
4846,15699,cherry,5,1.0,data,5cherry
4847,15765,cherry,5,1.0,data,5cherry
4848,16089,cherry,5,1.0,data,5cherry
4849,16102,cherry,5,1.0,data,5cherry
4850,16150,cherry,5,1.0,data,5cherry
4851,16185,cherry,5,1.0,data,5cherry
4852,16240,cherry,5,1.0,data,5cherry
4853,16260,cherry,5,1.0,data,5cherry
4854,16311,cherry,5,1.0,data,5cherry
4855,16327,cherry,5,1.0,data,5cherry
4856,16369,cherry,5,1.0,data,5cherry
4857,16423,cherry,5,1.0,data,5cherry
4858,16463,cherry,5,1.0,data,5cherry
4859,16484,cherry,5,1.0,data,5cherry
4860,16517,cherry,5,1.0,data,5cherry
4861,16538,cherry,5,1.0,data,5cherry
4862,16600,cherry,5,1.0,data,5cherry
4863,16622,cherry,5,1.0,data,5cherry
4864,16657,cherry,5,1.0,data,5cherry
4865,16709,cherry,5,1.0,data,5cherry
4866,16724,cherry,5,1.0,data,5cherry
4867,16787,cherry,5,1.0,data,5cherry
4868,16812,cherry,5,1.0,data,5cherry
4869,16851,cherry,5,1.0,data,5cherry
4870,16870,cherry,5,1.0,data,5cherry
4871,16922,cherry,5,1.0,data,5cherry
4872,16946,cherry,5,1.0,data,5cherry
4873,16987,cherry,5,0.0,data,5cherry
4874,17012,cherry,5,0.0,data,5cherry
4875,17062,cherry,5,0.0,data,5cherry
4876,17113,cherry,5,0.0,data,5cherry
4877,17149,cherry,5,0.0,data,5cherry
4878,17163,cherry,5,0.0,data,5cherry
4879,17216,cherry,5,0.0,data,5cherry
4880,18135,cherry,5,1.0,data,5cherry
4881,18173,cherry,5,1.0,data,5cherry
4882,18211,cherry,5,0.0,data,5cherry
4883,18220,cherry,5,0.0,data,5cherry
4884,18278,cherry,5,0.0,data,5cherry
4885,18322,cherry,5,1.0,data,5cherry
4886,18348,cherry,5,1.0,data,5cherry
4887,18381,cherry,5,1.0,data,5cherry
4888,18696,cherry,5,1.0,data,5cherry
4889,18732,cherry,5,1.0,data,5cherry
4890,18799,cherry,5,0.0,data,5cherry
4891,18801,cherry,5,1.0,data,5cherry
4892,18846,cherry,5,0.0,data,5cherry
4893,18899,cherry,5,1.0,data,5cherry
4894,18925,cherry,5,0.0,data,5cherry
4895,18958,cherry,5,1.0,data,5cherry
4896,18993,cherry,5,1.0,data,5cherry
4897,19052,cherry,5,1.0,data,5cherry
4898,19071,cherry,5,1.0,data,5cherry
4899,19107,cherry,5,1.0,data,5cherry
4900,19146,cherry,5,1.0,data,5cherry
4901,19164,cherry,5,1.0,data,5cherry
4902,19221,cherry,5,1.0,data,5cherry
4903,19238,cherry,5,1.0,data,5cherry
4904,20469,cherry,5,1.0,data,5cherry
4905,20506,cherry,5,0.0,data,5cherry
4906,20526,cherry,5,1.0,data,5cherry
4907,20553,cherry,5,1.0,data,5cherry
4908,20615,cherry,5,0.0,data,5cherry
4909,20631,cherry,5,1.0,data,5cherry
4910,20688,cherry,5,0.0,data,5cherry
4911,20708,cherry,5,1.0,data,5cherry
4912,21035,cherry,5,1.0,data,5cherry
4913,21066,cherry,5,1.0,data,5cherry
4914,21108,cherry,5,1.0,data,5cherry
4915,21142,cherry,5,1.0,data,5cherry
4916,21205,cherry,5,1.0,data,5cherry
4917,21211,cherry,5,1.0,data,5cherry
4918,21245,cherry,5,1.0,data,5cherry
4919,21300,cherry,5,1.0,data,5cherry
4920,21321,cherry,5,1.0,data,5cherry
4921,21378,cherry,5,1.0,data,5cherry
4922,21404,cherry,5,1.0,data,5cherry
4923,21463,cherry,5,1.0,data,5cherry
4924,21467,cherry,5,1.0,data,5cherry
4925,21526,cherry,5,1.0,data,5cherry
4926,21549,cherry,5,1.0,data,5cherry
4927,21592,cherry,5,1.0,data,5cherry
4928,21922,cherry,5,1.0,data,5cherry
4929,21964,cherry,5,1.0,data,5cherry
4930,21977,cherry,5,1.0,data,5cherry
4931,22044,cherry,5,1.0,data,5cherry
4932,22071,cherry,5,1.0,data,5cherry
4933,22119,cherry,5,0.0,data,5cherry
4934,22153,cherry,5,1.0,data,5cherry
4935,22190,cherry,5,1.0,data,5cherry
4936,23089,cherry,5,1.0,data,5cherry
4937,23142,cherry,5,1.0,data,5cherry
4938,23158,cherry,5,0.0,data,5cherry
4939,23199,cherry,5,1.0,data,5cherry
4940,23228,cherry,5,1.0,data,5cherry
4941,23268,cherry,5,1.0,data,5cherry
4942,23289,cherry,5,1.0,data,5cherry
4943,23331,cherry,5,1.0,data,5cherry
4944,23664,cherry,5,0.0,data,5cherry
4945,23727,cherry,5,0.0,data,5cherry
4946,23760,cherry,5,1.0,data,5cherry
4947,23795,cherry,5,1.0,data,5cherry
4948,23821,cherry,5,0.0,data,5cherry
4949,23850,cherry,5,1.0,data,5cherry
4950,23886,cherry,5,1.0,data,5cherry
4951,23941,cherry,5,0.0,data,5cherry
4952,24537,cherry,5,0.0,data,5cherry
4953,24572,cherry,5,0.0,data,5cherry
4954,24639,cherry,5,0.0,data,5cherry
4955,24664,cherry,5,0.0,data,5cherry
4956,24703,cherry,5,1.0,data,5cherry
4957,24722,cherry,5,0.0,data,5cherry
4958,24758,cherry,5,0.0,data,5cherry
4959,24793,cherry,5,0.0,data,5cherry
4960,24848,cherry,5,1.0,data,5cherry
4961,24868,cherry,5,1.0,data,5cherry
4962,24913,cherry,5,1.0,data,5cherry
4963,24933,cherry,5,1.0,data,5cherry
4964,24987,cherry,5,1.0,data,5cherry
4965,25010,cherry,5,1.0,data,5cherry
4966,25066,cherry,5,1.0,data,5cherry
4967,25107,cherry,5,1.0,data,5cherry
4968,25707,cherry,5,1.0,data,5cherry
4969,25741,cherry,5,1.0,data,5cherry
4970,25799,cherry,5,1.0,data,5cherry
4971,25838,cherry,5,1.0,data,5cherry
4972,25852,cherry,5,1.0,data,5cherry
4973,25889,cherry,5,1.0,data,5cherry
4974,25922,cherry,5,1.0,data,5cherry
4975,25976,cherry,5,1.0,data,5cherry
4976,27162,cherry,5,1.0,data,5cherry
4977,27220,cherry,5,1.0,data,5cherry
4978,27255,cherry,5,1.0,data,5cherry
4979,27274,cherry,5,1.0,data,5cherry
4980,27325,cherry,5,1.0,data,5cherry
4981,27344,cherry,5,1.0,data,5cherry
4982,27383,cherry,5,1.0,data,5cherry
4983,27421,cherry,5,1.0,data,5cherry
4984,27750,cherry,5,1.0,data,5cherry
4985,27801,cherry,5,1.0,data,5cherry
4986,27816,cherry,5,1.0,data,5cherry
4987,27866,cherry,5,1.0,data,5cherry
4988,27905,cherry,5,1.0,data,5cherry
4989,27952,cherry,5,0.0,data,5cherry
4990,27987,cherry,5,0.0,data,5cherry
4991,28007,cherry,5,1.0,data,5cherry
4992,28038,cherry,5,0.0,data,5cherry
4993,28104,cherry,5,0.0,data,5cherry
4994,28131,cherry,5,0.0,data,5cherry
4995,28173,cherry,5,1.0,data,5cherry
4996,28210,cherry,5,0.0,data,5cherry
4997,28225,cherry,5,0.0,data,5cherry
4998,28275,cherry,5,0.0,data,5cherry
4999,28296,cherry,5,0.0,data,5cherry
5000,28341,cherry,5,0.0,data,5cherry
5001,28379,cherry,5,0.0,data,5cherry
5002,28428,cherry,5,0.0,data,5cherry
5003,28463,cherry,5,0.0,data,5cherry
5004,28486,cherry,5,0.0,data,5cherry
5005,28518,cherry,5,0.0,data,5cherry
5006,28560,cherry,5,0.0,data,5cherry
5007,28613,cherry,5,0.0,data,5cherry
5008,35,cherry,8,1.0,data,8cherry
5009,62,cherry,8,1.0,data,8cherry
5010,110,cherry,8,1.0,data,8cherry
5011,133,cherry,8,1.0,data,8cherry
5012,183,cherry,8,1.0,data,8cherry
5013,200,cherry,8,1.0,data,8cherry
5014,252,cherry,8,1.0,data,8cherry
5015,269,cherry,8,1.0,data,8cherry
5016,1495,cherry,8,1.0,data,8cherry
5017,1506,cherry,8,1.0,data,8cherry
5018,1550,cherry,8,1.0,data,8cherry
5019,1597,cherry,8,1.0,data,8cherry
5020,1620,cherry,8,1.0,data,8cherry
5021,1673,cherry,8,1.0,data,8cherry
5022,1700,cherry,8,1.0,data,8cherry
5023,1751,cherry,8,1.0,data,8cherry
5024,1767,cherry,8,1.0,data,8cherry
5025,1817,cherry,8,0.0,data,8cherry
5026,1857,cherry,8,1.0,data,8cherry
5027,1886,cherry,8,1.0,data,8cherry
5028,1926,cherry,8,1.0,data,8cherry
5029,1951,cherry,8,0.0,data,8cherry
5030,1988,cherry,8,1.0,data,8cherry
5031,2020,cherry,8,0.0,data,8cherry
5032,2375,cherry,8,1.0,data,8cherry
5033,2380,cherry,8,1.0,data,8cherry
5034,2439,cherry,8,1.0,data,8cherry
5035,2480,cherry,8,1.0,data,8cherry
5036,2517,cherry,8,1.0,data,8cherry
5037,2546,cherry,8,1.0,data,8cherry
5038,2585,cherry,8,1.0,data,8cherry
5039,2594,cherry,8,1.0,data,8cherry
5040,2959,cherry,8,1.0,data,8cherry
5041,2979,cherry,8,1.0,data,8cherry
5042,3020,cherry,8,1.0,data,8cherry
5043,3036,cherry,8,1.0,data,8cherry
5044,3102,cherry,8,1.0,data,8cherry
5045,3106,cherry,8,1.0,data,8cherry
5046,3161,cherry,8,1.0,data,8cherry
5047,3181,cherry,8,1.0,data,8cherry
5048,3234,cherry,8,1.0,data,8cherry
5049,3283,cherry,8,1.0,data,8cherry
5050,3322,cherry,8,1.0,data,8cherry
5051,3344,cherry,8,1.0,data,8cherry
5052,3363,cherry,8,1.0,data,8cherry
5053,3405,cherry,8,1.0,data,8cherry
5054,3452,cherry,8,1.0,data,8cherry
5055,3485,cherry,8,1.0,data,8cherry
5056,3525,cherry,8,1.0,data,8cherry
5057,3557,cherry,8,1.0,data,8cherry
5058,3599,cherry,8,1.0,data,8cherry
5059,3648,cherry,8,1.0,data,8cherry
5060,3658,cherry,8,1.0,data,8cherry
5061,3716,cherry,8,1.0,data,8cherry
5062,3735,cherry,8,1.0,data,8cherry
5063,3766,cherry,8,1.0,data,8cherry
5064,3813,cherry,8,1.0,data,8cherry
5065,3855,cherry,8,1.0,data,8cherry
5066,3903,cherry,8,1.0,data,8cherry
5067,3937,cherry,8,1.0,data,8cherry
5068,3954,cherry,8,1.0,data,8cherry
5069,4000,cherry,8,1.0,data,8cherry
5070,4020,cherry,8,1.0,data,8cherry
5071,4074,cherry,8,1.0,data,8cherry
5072,4971,cherry,8,1.0,data,8cherry
5073,5025,cherry,8,1.0,data,8cherry
5074,5061,cherry,8,1.0,data,8cherry
5075,5104,cherry,8,1.0,data,8cherry
5076,5134,cherry,8,1.0,data,8cherry
5077,5162,cherry,8,1.0,data,8cherry
5078,5207,cherry,8,1.0,data,8cherry
5079,5240,cherry,8,1.0,data,8cherry
5080,5269,cherry,8,0.0,data,8cherry
5081,5298,cherry,8,1.0,data,8cherry
5082,5364,cherry,8,1.0,data,8cherry
5083,5391,cherry,8,1.0,data,8cherry
5084,5418,cherry,8,1.0,data,8cherry
5085,5457,cherry,8,1.0,data,8cherry
5086,5476,cherry,8,1.0,data,8cherry
5087,5515,cherry,8,1.0,data,8cherry
5088,5877,cherry,8,1.0,data,8cherry
5089,5908,cherry,8,1.0,data,8cherry
5090,5940,cherry,8,1.0,data,8cherry
5091,5974,cherry,8,1.0,data,8cherry
5092,6011,cherry,8,1.0,data,8cherry
5093,6042,cherry,8,1.0,data,8cherry
5094,6075,cherry,8,1.0,data,8cherry
5095,6125,cherry,8,1.0,data,8cherry
5096,6150,cherry,8,1.0,data,8cherry
5097,6196,cherry,8,1.0,data,8cherry
5098,6225,cherry,8,1.0,data,8cherry
5099,6248,cherry,8,1.0,data,8cherry
5100,6294,cherry,8,1.0,data,8cherry
5101,6335,cherry,8,1.0,data,8cherry
5102,6369,cherry,8,1.0,data,8cherry
5103,6411,cherry,8,1.0,data,8cherry
5104,7015,cherry,8,1.0,data,8cherry
5105,7049,cherry,8,1.0,data,8cherry
5106,7118,cherry,8,1.0,data,8cherry
5107,7131,cherry,8,1.0,data,8cherry
5108,7180,cherry,8,1.0,data,8cherry
5109,7197,cherry,8,1.0,data,8cherry
5110,7258,cherry,8,1.0,data,8cherry
5111,7276,cherry,8,1.0,data,8cherry
5112,7604,cherry,8,1.0,data,8cherry
5113,7648,cherry,8,1.0,data,8cherry
5114,7687,cherry,8,1.0,data,8cherry
5115,7735,cherry,8,1.0,data,8cherry
5116,7754,cherry,8,1.0,data,8cherry
5117,7806,cherry,8,1.0,data,8cherry
5118,7821,cherry,8,1.0,data,8cherry
5119,7849,cherry,8,1.0,data,8cherry
5120,7909,cherry,8,1.0,data,8cherry
5121,7959,cherry,8,1.0,data,8cherry
5122,7989,cherry,8,1.0,data,8cherry
5123,8004,cherry,8,1.0,data,8cherry
5124,8043,cherry,8,1.0,data,8cherry
5125,8072,cherry,8,1.0,data,8cherry
5126,8106,cherry,8,1.0,data,8cherry
5127,8150,cherry,8,1.0,data,8cherry
5128,8496,cherry,8,0.0,data,8cherry
5129,8542,cherry,8,0.0,data,8cherry
5130,8559,cherry,8,0.0,data,8cherry
5131,8596,cherry,8,0.0,data,8cherry
5132,8619,cherry,8,0.0,data,8cherry
5133,8685,cherry,8,0.0,data,8cherry
5134,8717,cherry,8,0.0,data,8cherry
5135,8730,cherry,8,0.0,data,8cherry
5136,9650,cherry,8,1.0,data,8cherry
5137,9689,cherry,8,1.0,data,8cherry
5138,9743,cherry,8,1.0,data,8cherry
5139,9775,cherry,8,1.0,data,8cherry
5140,9816,cherry,8,1.0,data,8cherry
5141,9830,cherry,8,1.0,data,8cherry
5142,9889,cherry,8,1.0,data,8cherry
5143,9920,cherry,8,1.0,data,8cherry
5144,10243,cherry,8,1.0,data,8cherry
5145,10269,cherry,8,1.0,data,8cherry
5146,10325,cherry,8,1.0,data,8cherry
5147,10362,cherry,8,1.0,data,8cherry
5148,10374,cherry,8,1.0,data,8cherry
5149,10431,cherry,8,1.0,data,8cherry
5150,10464,cherry,8,1.0,data,8cherry
5151,10488,cherry,8,1.0,data,8cherry
5152,11995,cherry,8,1.0,data,8cherry
5153,12014,cherry,8,1.0,data,8cherry
5154,12057,cherry,8,1.0,data,8cherry
5155,12098,cherry,8,1.0,data,8cherry
5156,12128,cherry,8,1.0,data,8cherry
5157,12191,cherry,8,1.0,data,8cherry
5158,12200,cherry,8,1.0,data,8cherry
5159,12253,cherry,8,1.0,data,8cherry
5160,12564,cherry,8,1.0,data,8cherry
5161,12625,cherry,8,0.0,data,8cherry
5162,12661,cherry,8,1.0,data,8cherry
5163,12680,cherry,8,0.0,data,8cherry
5164,12731,cherry,8,0.0,data,8cherry
5165,12766,cherry,8,0.0,data,8cherry
5166,12778,cherry,8,0.0,data,8cherry
5167,12823,cherry,8,0.0,data,8cherry
5168,13450,cherry,8,1.0,data,8cherry
5169,13484,cherry,8,1.0,data,8cherry
5170,13525,cherry,8,1.0,data,8cherry
5171,13569,cherry,8,1.0,data,8cherry
5172,13608,cherry,8,1.0,data,8cherry
5173,13647,cherry,8,1.0,data,8cherry
5174,13675,cherry,8,1.0,data,8cherry
5175,13698,cherry,8,1.0,data,8cherry
5176,14038,cherry,8,1.0,data,8cherry
5177,14091,cherry,8,0.0,data,8cherry
5178,14117,cherry,8,0.0,data,8cherry
5179,14156,cherry,8,0.0,data,8cherry
5180,14179,cherry,8,0.0,data,8cherry
5181,14213,cherry,8,0.0,data,8cherry
5182,14258,cherry,8,0.0,data,8cherry
5183,14280,cherry,8,0.0,data,8cherry
5184,14329,cherry,8,1.0,data,8cherry
5185,14352,cherry,8,1.0,data,8cherry
5186,14418,cherry,8,1.0,data,8cherry
5187,14429,cherry,8,1.0,data,8cherry
5188,14462,cherry,8,1.0,data,8cherry
5189,14499,cherry,8,1.0,data,8cherry
5190,14528,cherry,8,1.0,data,8cherry
5191,14571,cherry,8,1.0,data,8cherry
5192,15207,cherry,8,0.0,data,8cherry
5193,15233,cherry,8,1.0,data,8cherry
5194,15278,cherry,8,1.0,data,8cherry
5195,15306,cherry,8,1.0,data,8cherry
5196,15352,cherry,8,1.0,data,8cherry
5197,15385,cherry,8,1.0,data,8cherry
5198,15427,cherry,8,1.0,data,8cherry
5199,15472,cherry,8,1.0,data,8cherry
5200,15779,cherry,8,1.0,data,8cherry
5201,15808,cherry,8,1.0,data,8cherry
5202,15877,cherry,8,1.0,data,8cherry
5203,15883,cherry,8,1.0,data,8cherry
5204,15926,cherry,8,1.0,data,8cherry
5205,15985,cherry,8,1.0,data,8cherry
5206,15994,cherry,8,1.0,data,8cherry
5207,16040,cherry,8,1.0,data,8cherry
5208,17254,cherry,8,1.0,data,8cherry
5209,17300,cherry,8,1.0,data,8cherry
5210,17329,cherry,8,1.0,data,8cherry
5211,17343,cherry,8,1.0,data,8cherry
5212,17377,cherry,8,1.0,data,8cherry
5213,17444,cherry,8,1.0,data,8cherry
5214,17470,cherry,8,1.0,data,8cherry
5215,17491,cherry,8,1.0,data,8cherry
5216,17533,cherry,8,1.0,data,8cherry
5217,17575,cherry,8,0.0,data,8cherry
5218,17624,cherry,8,0.0,data,8cherry
5219,17638,cherry,8,0.0,data,8cherry
5220,17702,cherry,8,0.0,data,8cherry
5221,17723,cherry,8,0.0,data,8cherry
5222,17753,cherry,8,0.0,data,8cherry
5223,17780,cherry,8,0.0,data,8cherry
5224,17843,cherry,8,1.0,data,8cherry
5225,17866,cherry,8,1.0,data,8cherry
5226,17919,cherry,8,1.0,data,8cherry
5227,17932,cherry,8,1.0,data,8cherry
5228,17973,cherry,8,1.0,data,8cherry
5229,18028,cherry,8,1.0,data,8cherry
5230,18061,cherry,8,1.0,data,8cherry
5231,18086,cherry,8,1.0,data,8cherry
5232,18409,cherry,8,1.0,data,8cherry
5233,18441,cherry,8,1.0,data,8cherry
5234,18499,cherry,8,1.0,data,8cherry
5235,18534,cherry,8,1.0,data,8cherry
5236,18551,cherry,8,1.0,data,8cherry
5237,18588,cherry,8,1.0,data,8cherry
5238,18644,cherry,8,1.0,data,8cherry
5239,18666,cherry,8,1.0,data,8cherry
5240,19280,cherry,8,1.0,data,8cherry
5241,19314,cherry,8,1.0,data,8cherry
5242,19369,cherry,8,1.0,data,8cherry
5243,19391,cherry,8,1.0,data,8cherry
5244,19437,cherry,8,1.0,data,8cherry
5245,19478,cherry,8,1.0,data,8cherry
5246,19492,cherry,8,1.0,data,8cherry
5247,19547,cherry,8,1.0,data,8cherry
5248,19580,cherry,8,1.0,data,8cherry
5249,19610,cherry,8,0.0,data,8cherry
5250,19670,cherry,8,1.0,data,8cherry
5251,19683,cherry,8,1.0,data,8cherry
5252,19735,cherry,8,1.0,data,8cherry
5253,19768,cherry,8,1.0,data,8cherry
5254,19801,cherry,8,0.0,data,8cherry
5255,19841,cherry,8,1.0,data,8cherry
5256,19870,cherry,8,1.0,data,8cherry
5257,19908,cherry,8,1.0,data,8cherry
5258,19961,cherry,8,1.0,data,8cherry
5259,19980,cherry,8,1.0,data,8cherry
5260,20037,cherry,8,1.0,data,8cherry
5261,20067,cherry,8,1.0,data,8cherry
5262,20082,cherry,8,1.0,data,8cherry
5263,20135,cherry,8,1.0,data,8cherry
5264,20166,cherry,8,1.0,data,8cherry
5265,20198,cherry,8,1.0,data,8cherry
5266,20228,cherry,8,1.0,data,8cherry
5267,20272,cherry,8,1.0,data,8cherry
5268,20309,cherry,8,1.0,data,8cherry
5269,20367,cherry,8,1.0,data,8cherry
5270,20369,cherry,8,1.0,data,8cherry
5271,20411,cherry,8,1.0,data,8cherry
5272,20766,cherry,8,1.0,data,8cherry
5273,20797,cherry,8,1.0,data,8cherry
5274,20815,cherry,8,1.0,data,8cherry
5275,20864,cherry,8,1.0,data,8cherry
5276,20910,cherry,8,1.0,data,8cherry
5277,20947,cherry,8,1.0,data,8cherry
5278,20969,cherry,8,1.0,data,8cherry
5279,20996,cherry,8,1.0,data,8cherry
5280,21618,cherry,8,0.0,data,8cherry
5281,21676,cherry,8,0.0,data,8cherry
5282,21718,cherry,8,0.0,data,8cherry
5283,21755,cherry,8,1.0,data,8cherry
5284,21765,cherry,8,0.0,data,8cherry
5285,21793,cherry,8,0.0,data,8cherry
5286,21852,cherry,8,1.0,data,8cherry
5287,21887,cherry,8,0.0,data,8cherry
5288,22197,cherry,8,1.0,data,8cherry
5289,22240,cherry,8,1.0,data,8cherry
5290,22299,cherry,8,1.0,data,8cherry
5291,22316,cherry,8,1.0,data,8cherry
5292,22374,cherry,8,1.0,data,8cherry
5293,22398,cherry,8,1.0,data,8cherry
5294,22443,cherry,8,1.0,data,8cherry
5295,22473,cherry,8,1.0,data,8cherry
5296,22512,cherry,8,1.0,data,8cherry
5297,22531,cherry,8,1.0,data,8cherry
5298,22579,cherry,8,1.0,data,8cherry
5299,22602,cherry,8,1.0,data,8cherry
5300,22650,cherry,8,1.0,data,8cherry
5301,22692,cherry,8,1.0,data,8cherry
5302,22721,cherry,8,1.0,data,8cherry
5303,22765,cherry,8,1.0,data,8cherry
5304,22792,cherry,8,1.0,data,8cherry
5305,22846,cherry,8,1.0,data,8cherry
5306,22855,cherry,8,1.0,data,8cherry
5307,22903,cherry,8,1.0,data,8cherry
5308,22941,cherry,8,1.0,data,8cherry
5309,22960,cherry,8,1.0,data,8cherry
5310,23010,cherry,8,1.0,data,8cherry
5311,23049,cherry,8,1.0,data,8cherry
5312,23398,cherry,8,0.0,data,8cherry
5313,23433,cherry,8,0.0,data,8cherry
5314,23468,cherry,8,0.0,data,8cherry
5315,23501,cherry,8,0.0,data,8cherry
5316,23528,cherry,8,0.0,data,8cherry
5317,23546,cherry,8,0.0,data,8cherry
5318,23587,cherry,8,0.0,data,8cherry
5319,23631,cherry,8,0.0,data,8cherry
5320,23955,cherry,8,1.0,data,8cherry
5321,24009,cherry,8,1.0,data,8cherry
5322,24054,cherry,8,1.0,data,8cherry
5323,24065,cherry,8,1.0,data,8cherry
5324,24120,cherry,8,1.0,data,8cherry
5325,24155,cherry,8,1.0,data,8cherry
5326,24198,cherry,8,1.0,data,8cherry
5327,24208,cherry,8,1.0,data,8cherry
5328,24258,cherry,8,1.0,data,8cherry
5329,24308,cherry,8,1.0,data,8cherry
5330,24341,cherry,8,1.0,data,8cherry
5331,24379,cherry,8,1.0,data,8cherry
5332,24391,cherry,8,1.0,data,8cherry
5333,24429,cherry,8,1.0,data,8cherry
5334,24474,cherry,8,1.0,data,8cherry
5335,24520,cherry,8,1.0,data,8cherry
5336,25132,cherry,8,1.0,data,8cherry
5337,25186,cherry,8,1.0,data,8cherry
5338,25221,cherry,8,1.0,data,8cherry
5339,25239,cherry,8,1.0,data,8cherry
5340,25268,cherry,8,1.0,data,8cherry
5341,25298,cherry,8,1.0,data,8cherry
5342,25359,cherry,8,1.0,data,8cherry
5343,25389,cherry,8,1.0,data,8cherry
