,subject_id,concept_x,repetition,bar_col,pal_x,accuracy_x,pal_conc,concept_y,pal_y,distance,source
129,56crtg2ato,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
130,56crtg2ato,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
131,56crtg2ato,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
132,56crtg2ato,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
133,56crtg2ato,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
134,56crtg2ato,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
135,56crtg2ato,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
136,5xupdqe1lh,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
137,5xupdqe1lh,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
138,5xupdqe1lh,banana,2,#d0b85a,0,0,0banana,banana,0,0.566,model
139,5xupdqe1lh,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
140,5xupdqe1lh,banana,4,#d0b85a,0,0,0banana,banana,0,0.566,model
141,5xupdqe1lh,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
142,5xupdqe1lh,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
143,5xupdqe1lh,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
144,j7ze8dktbl,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
145,j7ze8dktbl,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
146,j7ze8dktbl,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
147,j7ze8dktbl,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
148,j7ze8dktbl,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
149,j7ze8dktbl,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
150,j7ze8dktbl,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
151,j7ze8dktbl,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
152,c89m7t6whf,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
153,c89m7t6whf,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
154,c89m7t6whf,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
155,c89m7t6whf,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
156,c89m7t6whf,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
157,c89m7t6whf,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
158,c89m7t6whf,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
159,c89m7t6whf,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
160,g3d64a2bn7,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
161,g3d64a2bn7,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
162,g3d64a2bn7,banana,2,#d0b85a,0,0,0banana,banana,0,0.566,model
163,g3d64a2bn7,banana,3,#d0b85a,0,0,0banana,banana,0,0.566,model
164,g3d64a2bn7,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
165,g3d64a2bn7,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
166,g3d64a2bn7,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
167,g3d64a2bn7,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
168,8q8b1eldcr,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
169,8q8b1eldcr,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
170,8q8b1eldcr,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
171,8q8b1eldcr,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
172,8q8b1eldcr,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
173,8q8b1eldcr,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
174,8q8b1eldcr,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
175,8q8b1eldcr,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
176,ekfsfvv7om,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
177,ekfsfvv7om,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
178,ekfsfvv7om,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
179,ekfsfvv7om,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
180,ekfsfvv7om,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
181,ekfsfvv7om,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
182,ekfsfvv7om,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
183,ekfsfvv7om,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
184,5b6anngman,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
185,5b6anngman,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
186,5b6anngman,banana,2,#d0b85a,0,0,0banana,banana,0,0.566,model
187,5b6anngman,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
188,5b6anngman,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
189,5b6anngman,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
190,5b6anngman,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
191,5b6anngman,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
192,njlg5ofohm,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
193,njlg5ofohm,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
194,njlg5ofohm,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
195,njlg5ofohm,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
196,njlg5ofohm,banana,4,#d0b85a,0,0,0banana,banana,0,0.566,model
197,njlg5ofohm,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
198,njlg5ofohm,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
199,njlg5ofohm,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
200,2wz8yk4vry,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
201,2wz8yk4vry,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
202,2wz8yk4vry,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
203,2wz8yk4vry,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
204,2wz8yk4vry,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
205,2wz8yk4vry,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
206,2wz8yk4vry,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
207,2wz8yk4vry,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
208,3f7aaa7uzr,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
209,3f7aaa7uzr,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
210,3f7aaa7uzr,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
211,3f7aaa7uzr,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
212,3f7aaa7uzr,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
213,3f7aaa7uzr,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
214,3f7aaa7uzr,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
215,3f7aaa7uzr,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
216,13j0ourth6,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
217,13j0ourth6,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
218,13j0ourth6,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
219,13j0ourth6,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
220,13j0ourth6,banana,4,#d0b85a,0,0,0banana,banana,0,0.566,model
221,13j0ourth6,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
222,13j0ourth6,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
223,13j0ourth6,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
224,c3pm37llz6,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
225,c3pm37llz6,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
226,c3pm37llz6,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
227,c3pm37llz6,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
228,c3pm37llz6,banana,4,#d0b85a,0,0,0banana,banana,0,0.566,model
229,c3pm37llz6,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
230,c3pm37llz6,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
231,c3pm37llz6,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
232,rl9g8hwm3v,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
233,rl9g8hwm3v,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
234,rl9g8hwm3v,banana,2,#d0b85a,0,0,0banana,banana,0,0.566,model
235,rl9g8hwm3v,banana,3,#d0b85a,0,0,0banana,banana,0,0.566,model
236,rl9g8hwm3v,banana,4,#d0b85a,0,0,0banana,banana,0,0.566,model
237,rl9g8hwm3v,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
238,rl9g8hwm3v,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
239,rl9g8hwm3v,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
240,oh1z4ua9ql,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
241,oh1z4ua9ql,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
242,oh1z4ua9ql,banana,2,#d0b85a,0,0,0banana,banana,0,0.566,model
243,oh1z4ua9ql,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
244,oh1z4ua9ql,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
245,oh1z4ua9ql,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
246,oh1z4ua9ql,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
247,oh1z4ua9ql,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
248,6ag43ccfo6,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
249,6ag43ccfo6,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
250,6ag43ccfo6,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
251,6ag43ccfo6,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
252,6ag43ccfo6,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
253,6ag43ccfo6,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
254,6ag43ccfo6,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
255,6ag43ccfo6,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
256,5yjkms86lr,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
257,5yjkms86lr,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
258,5yjkms86lr,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
259,5yjkms86lr,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
260,5yjkms86lr,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
261,5yjkms86lr,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
262,5yjkms86lr,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
263,5yjkms86lr,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
264,qh03djrbte,banana,0,#d0b85a,0,0,0banana,banana,0,0.566,model
265,qh03djrbte,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
266,qh03djrbte,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
267,qh03djrbte,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
268,qh03djrbte,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
269,qh03djrbte,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
270,qh03djrbte,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
271,qh03djrbte,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
272,wtcrdmtvlg,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
273,wtcrdmtvlg,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
274,wtcrdmtvlg,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
275,wtcrdmtvlg,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
276,wtcrdmtvlg,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
277,wtcrdmtvlg,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
278,wtcrdmtvlg,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
279,wtcrdmtvlg,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
280,t7jtcpos1m,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
281,t7jtcpos1m,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
282,t7jtcpos1m,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
283,t7jtcpos1m,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
284,t7jtcpos1m,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
285,t7jtcpos1m,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
286,t7jtcpos1m,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
287,t7jtcpos1m,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
288,p33a9mhhc0,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
289,p33a9mhhc0,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
290,p33a9mhhc0,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
291,p33a9mhhc0,banana,3,#d0b85a,0,0,0banana,banana,0,0.566,model
292,p33a9mhhc0,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
293,p33a9mhhc0,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
294,p33a9mhhc0,banana,6,#d0b85a,0,0,0banana,banana,0,0.566,model
295,p33a9mhhc0,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
296,fvs87sqyeg,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
297,fvs87sqyeg,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
298,fvs87sqyeg,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
299,fvs87sqyeg,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
300,fvs87sqyeg,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
301,fvs87sqyeg,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
302,fvs87sqyeg,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
303,fvs87sqyeg,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
304,o8uy53s2m2,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
305,o8uy53s2m2,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
306,o8uy53s2m2,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
307,o8uy53s2m2,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
308,o8uy53s2m2,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
309,o8uy53s2m2,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
310,o8uy53s2m2,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
311,o8uy53s2m2,banana,7,#d0b85a,0,1,0banana,banana,0,0.566,model
312,rrsjuyo54s,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
313,rrsjuyo54s,banana,1,#d0b85a,0,0,0banana,banana,0,0.566,model
314,rrsjuyo54s,banana,2,#d0b85a,0,0,0banana,banana,0,0.566,model
315,rrsjuyo54s,banana,3,#d0b85a,0,0,0banana,banana,0,0.566,model
316,rrsjuyo54s,banana,4,#d0b85a,0,0,0banana,banana,0,0.566,model
317,rrsjuyo54s,banana,5,#d0b85a,0,0,0banana,banana,0,0.566,model
318,rrsjuyo54s,banana,6,#d0b85a,0,1,0banana,banana,0,0.566,model
319,rrsjuyo54s,banana,7,#d0b85a,0,0,0banana,banana,0,0.566,model
320,rallmwt693,banana,0,#d0b85a,0,1,0banana,banana,0,0.566,model
321,rallmwt693,banana,1,#d0b85a,0,1,0banana,banana,0,0.566,model
322,rallmwt693,banana,2,#d0b85a,0,1,0banana,banana,0,0.566,model
323,rallmwt693,banana,3,#d0b85a,0,1,0banana,banana,0,0.566,model
324,rallmwt693,banana,4,#d0b85a,0,1,0banana,banana,0,0.566,model
325,rallmwt693,banana,5,#d0b85a,0,1,0banana,banana,0,0.566,model
